temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,precipitation_sum,rain_sum,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration,relative_humidity_2m_max,relative_humidity_2m_min,relative_humidity_2m_mean,dewpoint_2m_mean,pressure_msl_mean,cloudcover_mean,date,temperature_2m_mean_7d_avg,temperature_2m_mean_3d_avg,windspeed_10m_max_7d_avg,windspeed_10m_max_3d_avg,relative_humidity_2m_mean_7d_avg,relative_humidity_2m_mean_3d_avg,precipitation_sum_7d_avg,precipitation_sum_3d_avg,shortwave_radiation_sum_7d_avg,shortwave_radiation_sum_3d_avg,cloudcover_mean_7d_avg,cloudcover_mean_3d_avg,dewpoint_2m_mean_7d_avg,dewpoint_2m_mean_3d_avg,pressure_msl_mean_7d_avg,pressure_msl_mean_3d_avg,temp_range,humidity_range
31.6,24.6,26.9,37.0,28.7,31.5,7.5,7.5,19.7,40.0,75,17.95,3.73,95,64,84,23.7,1009.4,91,2025-10-18,26.857142857142858,27.3,15.971428571428572,18.166666666666668,85.0,79.66666666666667,7.771428571428571,2.9666666666666477,15.971428571428572,18.323333333333334,76.85714285714286,90.66666666666667,23.971428571428568,23.3,1008.9857142857144,1009.4,7.0,31
28.3,24.3,25.6,32.6,28.8,30.6,4.2,4.2,13.1,27.7,79,10.59,2.2,98,75,91,24.0,1008.8,96,2025-10-19,26.614285714285717,26.7,15.900000000000002,16.766666666666666,85.57142857142857,84.33333333333333,8.214285714285714,4.3666666666666485,14.767142857142858,15.596666666666666,82.42857142857143,95.0,23.857142857142858,23.666666666666668,1009.0,1009.4,4.0,23
31.9,24.5,26.8,38.0,29.9,32.3,3.8,3.8,14.8,31.0,64,17.17,3.47,99,63,88,24.5,1008.5,88,2025-10-20,26.857142857142858,26.433333333333337,16.314285714285713,15.866666666666667,84.42857142857143,87.66666666666667,3.4857142857142853,5.166666666666647,16.68285714285714,15.236666666666665,83.28571428571429,91.66666666666667,23.857142857142858,24.066666666666666,1008.8571428571429,1008.9,7.399999999999999,36
30.4,24.9,26.4,34.3,28.9,30.8,14.8,14.8,20.4,40.7,66,13.39,2.78,94,70,88,24.2,1008.9,88,2025-10-21,26.857142857142858,26.266666666666666,16.942857142857143,16.099999999999998,84.14285714285714,89.0,4.8428571428571425,7.599999999999981,16.452857142857145,13.716666666666667,85.71428571428571,90.66666666666667,23.8,24.233333333333334,1008.9285714285714,1008.7333333333332,5.5,24
28.1,24.4,26.0,32.8,28.5,30.1,11.9,11.9,18.7,40.0,72,9.18,2.0,98,81,90,24.2,1009.3,96,2025-10-22,26.67142857142857,26.400000000000002,17.357142857142858,17.966666666666665,85.14285714285714,88.66666666666667,6.228571428571429,10.166666666666648,15.042857142857143,13.246666666666664,91.42857142857143,90.66666666666667,23.82857142857143,24.3,1009.1,1008.9,3.700000000000003,17
27.5,24.5,25.4,32.8,28.9,30.5,18.3,18.3,13.7,28.4,85,7.37,1.48,99,88,95,24.6,1009.4,100,2025-10-23,26.38571428571429,25.933333333333334,16.84285714285714,17.599999999999998,87.71428571428571,91.0,8.842857142857143,14.99999999999998,13.414285714285715,9.979999999999999,93.85714285714286,94.66666666666667,24.071428571428573,24.333333333333332,1009.1857142857142,1009.1999999999999,3.0,11
28.6,24.0,25.1,33.0,28.9,30.1,18.6,18.6,13.9,31.0,81,9.88,1.95,99,78,94,24.1,1009.6,96,2025-10-24,26.02857142857143,25.5,16.32857142857143,15.433333333333335,90.0,93.0,11.3,16.266666666666648,12.218571428571428,8.809999999999999,93.57142857142857,97.33333333333333,24.185714285714287,24.3,1009.1285714285714,1009.4333333333334,4.600000000000001,21
31.1,23.5,26.2,38.2,28.4,31.7,3.3,3.3,12.1,35.3,75,17.66,3.47,99,67,89,24.2,1009.4,37,2025-10-25,25.928571428571427,25.566666666666666,15.242857142857144,13.233333333333334,90.71428571428571,92.66666666666667,10.700000000000001,13.399999999999983,12.177142857142858,11.636666666666665,85.85714285714286,77.66666666666667,24.25714285714286,24.3,1009.1285714285714,1009.4666666666667,7.600000000000001,32
31.4,23.9,26.8,37.9,28.5,32.0,2.0,2.0,11.9,27.4,62,19.22,3.96,97,67,85,23.9,1009.1,64,2025-10-26,26.099999999999998,26.03333333333333,15.071428571428571,12.633333333333335,89.85714285714286,89.33333333333333,10.385714285714286,7.966666666666648,13.41,15.586666666666664,81.28571428571429,65.66666666666667,24.242857142857144,24.066666666666666,1009.1714285714286,1009.3666666666667,7.5,30
27.2,24.3,25.3,31.6,28.3,29.9,14.9,14.9,20.2,31.3,7,4.36,1.05,96,84,93,24.0,1007.3,100,2025-10-27,25.88571428571429,26.099999999999998,15.842857142857143,14.733333333333334,90.57142857142857,89.0,11.971428571428573,6.733333333333314,11.58,13.746666666666668,83.0,67.0,24.171428571428574,24.03333333333333,1009.0,1008.6,2.8999999999999986,12
28.5,24.5,26.0,30.3,26.2,28.3,21.4,21.4,38.8,73.1,15,6.42,1.95,97,76,89,24.0,1000.2,100,2025-10-28,25.82857142857143,26.03333333333333,18.471428571428568,23.633333333333336,90.71428571428571,89.0,12.914285714285715,12.766666666666646,10.584285714285713,9.999999999999998,84.71428571428571,88.0,24.142857142857142,23.966666666666665,1007.7571428571429,1005.5333333333333,4.0,21
26.6,24.1,25.3,29.3,25.8,27.7,9.4,9.4,27.6,59.4,233,13.21,2.82,97,70,83,22.1,1002.1,97,2025-10-29,25.728571428571428,25.53333333333333,19.74285714285714,28.866666666666664,89.71428571428571,88.33333333333333,12.557142857142859,15.233333333333313,11.16,7.996666666666666,84.85714285714286,99.0,23.842857142857145,23.36666666666667,1006.7285714285714,1003.1999999999999,2.5,27
30.6,23.9,27.3,35.2,29.0,31.8,4.9,4.9,14.6,29.2,210,18.64,4.02,98,63,80,23.3,1008.5,70,2025-10-30,26.0,26.200000000000003,19.87142857142857,27.0,87.57142857142857,84.0,10.642857142857142,11.899999999999983,12.77,12.756666666666666,80.57142857142857,89.0,23.657142857142862,23.133333333333336,1006.6,1003.6,6.700000000000003,35
30.9,24.3,27.2,36.7,29.3,32.5,1.4,1.4,11.3,27.4,213,18.31,3.77,97,65,84,24.1,1010.4,11,2025-10-31,26.3,26.600000000000005,19.5,17.833333333333332,86.14285714285714,82.33333333333333,8.185714285714285,5.233333333333315,13.974285714285715,16.72,68.42857142857143,59.333333333333336,23.657142857142855,23.166666666666668,1006.7142857142857,1007.0,6.599999999999998,32
32.5,24.5,27.8,37.3,30.5,33.5,0.2,0.2,9.7,21.6,252,18.33,3.94,100,54,83,24.4,1010.0,41,2025-11-01,26.528571428571432,27.433333333333334,19.157142857142855,11.866666666666667,85.28571428571429,82.33333333333333,7.742857142857142,2.166666666666648,14.069999999999999,18.426666666666666,69.0,40.666666666666664,23.685714285714287,23.933333333333334,1006.8000000000001,1009.6333333333333,8.0,46
32.7,24.8,28.5,38.3,29.9,33.9,0.1,0.1,12.2,26.6,286,19.33,4.29,98,56,80,24.3,1010.0,53,2025-11-02,26.771428571428572,27.833333333333332,19.2,11.066666666666665,84.57142857142857,82.33333333333333,7.471428571428571,0.5666666666666477,14.085714285714287,18.656666666666663,67.42857142857143,35.0,23.74285714285714,24.266666666666666,1006.9285714285714,1010.1333333333333,7.900000000000002,42
33.2,25.7,28.5,39.4,30.3,34.4,0.5,0.5,13.6,27.0,305,17.96,3.94,96,61,81,24.8,1009.3,90,2025-11-03,27.228571428571428,28.266666666666666,18.25714285714286,11.833333333333334,82.85714285714286,81.33333333333333,5.414285714285714,0.26666666666664773,16.02857142857143,18.54,66.0,61.333333333333336,23.857142857142858,24.5,1007.2142857142857,1009.7666666666668,7.5000000000000036,35
33.0,23.6,27.5,40.0,28.7,33.2,7.1,7.1,15.4,32.8,65,16.96,3.54,98,58,84,24.4,1009.3,63,2025-11-04,27.442857142857143,28.166666666666668,14.914285714285713,13.733333333333333,82.14285714285714,81.66666666666667,3.3714285714285714,2.5666666666666473,17.534285714285716,18.083333333333332,60.714285714285715,68.66666666666667,23.91428571428571,24.5,1008.5142857142856,1009.5333333333333,9.399999999999999,40
32.0,25.0,27.3,38.7,30.1,32.9,5.1,5.1,10.0,26.3,73,17.11,3.57,94,62,82,23.9,1008.6,37,2025-11-05,27.72857142857143,27.76666666666667,12.4,13.0,82.0,82.33333333333333,2.757142857142857,4.233333333333314,18.091428571428573,17.343333333333334,52.142857142857146,63.333333333333336,24.17142857142857,24.366666666666664,1009.4428571428572,1009.0666666666666,7.0,32
34.4,24.5,28.3,37.7,29.9,32.8,0.0,0.0,15.3,32.0,18,18.9,4.29,98,35,74,22.3,1009.3,9,2025-11-06,27.87142857142857,27.700000000000003,12.5,13.566666666666668,81.14285714285714,80.0,2.057142857142857,4.066666666666648,18.128571428571426,17.656666666666663,43.42857142857143,36.333333333333336,24.02857142857143,23.53333333333333,1009.5571428571429,1009.0666666666666,9.899999999999999,63
31.8,24.3,27.5,36.4,29.5,32.2,0.2,0.2,14.7,34.9,78,16.1,3.59,98,51,78,22.8,1010.8,40,2025-11-07,27.914285714285715,27.700000000000003,12.985714285714284,13.333333333333334,80.28571428571429,78.0,1.8857142857142857,1.7666666666666477,17.812857142857144,17.369999999999997,47.57142857142857,28.666666666666668,23.842857142857138,23.0,1009.6142857142856,1009.5666666666666,7.5,47
33.5,23.8,27.9,36.5,28.0,31.3,0.0,0.0,11.3,24.8,14,18.32,4.31,92,34,67,20.2,1011.8,38,2025-11-08,27.928571428571427,27.900000000000002,13.214285714285714,13.766666666666667,78.0,73.0,1.8571428571428572,0.06666666666664772,17.81142857142857,17.773333333333333,47.142857142857146,29.0,23.242857142857144,21.766666666666666,1009.8714285714285,1010.6333333333333,9.7,58
32.8,22.9,27.4,36.2,26.1,30.9,0.0,0.0,10.5,23.8,75,18.55,4.27,91,41,68,20.4,1011.3,18,2025-11-09,27.771428571428572,27.599999999999998,12.971428571428572,12.166666666666666,76.28571428571429,71.0,1.842857142857143,0.06666666666664772,17.7,17.656666666666666,42.142857142857146,32.0,22.685714285714287,21.133333333333336,1010.0571428571428,1011.2999999999998,9.899999999999999,50
32.7,23.9,27.7,35.2,28.0,31.2,0.0,0.0,10.4,21.2,52,18.86,4.28,88,38,67,20.3,1011.6,16,2025-11-10,27.657142857142855,27.666666666666668,12.514285714285714,10.733333333333334,74.28571428571429,67.33333333333333,1.7714285714285716,0.0,17.82857142857143,18.576666666666664,31.571428571428573,24.0,22.04285714285714,20.3,1010.3857142857144,1011.5666666666666,8.800000000000004,50
32.6,23.6,27.7,36.8,28.1,31.8,0.3,0.3,11.7,22.7,58,18.12,3.97,92,47,71,21.6,1012.1,24,2025-11-11,27.685714285714283,27.599999999999998,11.985714285714286,10.866666666666665,72.42857142857143,68.66666666666667,0.7999999999999999,0.09999999999998105,17.994285714285713,18.51,26.0,19.333333333333332,21.642857142857142,20.76666666666667,1010.7857142857143,1011.6666666666666,9.0,45
32.7,23.7,27.3,36.4,28.5,31.5,0.7,0.7,16.1,29.9,89,18.31,4.04,97,45,76,22.0,1012.9,28,2025-11-12,27.685714285714287,27.566666666666666,12.857142857142858,12.733333333333334,71.57142857142857,71.33333333333333,0.17142857142857143,0.3333333333333144,18.165714285714284,18.429999999999996,24.714285714285715,22.666666666666668,21.371428571428574,21.3,1011.3999999999999,1012.2000000000002,9.000000000000004,52
32.2,23.0,26.7,34.7,24.3,28.9,0.0,0.0,14.1,25.9,70,19.33,4.7,95,37,65,18.8,1014.0,24,2025-11-13,27.457142857142856,27.233333333333334,12.685714285714287,13.966666666666667,70.28571428571429,70.66666666666667,0.17142857142857143,0.3333333333333144,18.22714285714286,18.586666666666662,26.857142857142858,25.333333333333332,20.87142857142857,20.8,1012.0714285714286,1013.0,9.200000000000003,58
30.6,20.0,25.1,31.9,21.4,26.2,0.0,0.0,12.2,26.6,68,19.93,4.66,81,35,60,16.1,1014.2,1,2025-11-14,27.114285714285717,26.366666666666664,12.328571428571427,14.133333333333333,67.71428571428571,67.0,0.14285714285714285,0.23333333333331438,18.774285714285714,19.189999999999998,21.285714285714285,17.666666666666668,19.914285714285715,18.96666666666667,1012.5571428571429,1013.7000000000002,10.600000000000001,46
30.5,20.4,25.0,32.3,21.6,26.4,0.0,0.0,13.9,29.5,67,19.78,4.54,82,40,64,17.1,1014.9,26,2025-11-15,26.7,25.599999999999998,12.700000000000001,13.4,67.28571428571429,63.0,0.14285714285714285,0.0,18.982857142857142,19.679999999999996,19.571428571428573,17.0,19.47142857142857,17.333333333333332,1013.0,1014.3666666666667,10.100000000000001,42
30.6,20.4,25.0,31.8,21.5,26.0,0.0,0.0,12.3,30.2,58,19.81,4.64,86,36,61,16.3,1015.5,12,2025-11-16,26.357142857142858,25.03333333333333,12.957142857142857,12.799999999999999,66.28571428571429,61.666666666666664,0.14285714285714285,0.0,19.162857142857142,19.84,18.714285714285715,13.0,18.88571428571429,16.500000000000004,1013.6,1014.8666666666667,10.200000000000003,50
30.4,20.2,24.8,31.2,21.2,25.7,0.0,0.0,14.5,33.1,48,19.28,4.54,79,37,59,15.7,1015.0,47,2025-11-17,25.942857142857143,24.933333333333337,13.542857142857143,13.566666666666668,65.14285714285714,61.333333333333336,0.14285714285714285,0.0,19.222857142857144,19.62333333333333,23.142857142857142,28.333333333333332,18.228571428571428,16.36666666666667,1014.0857142857143,1015.1333333333333,10.2,42
31.2,20.6,25.2,32.8,20.7,26.3,0.0,0.0,13.0,29.5,54,19.67,4.6,84,36,60,16.3,1013.3,19,2025-11-18,25.58571428571429,25.0,13.728571428571428,13.266666666666666,63.57142857142857,60.0,0.09999999999999999,0.0,19.444285714285716,19.586666666666666,22.428571428571427,26.0,17.47142857142857,16.099999999999998,1014.2571428571429,1014.5999999999999,10.599999999999998,48
31.3,19.5,24.8,32.3,20.7,25.9,0.0,0.0,12.1,26.6,47,19.8,4.53,90,31,62,16.0,1013.4,0,2025-11-19,25.228571428571428,24.933333333333337,13.157142857142858,13.200000000000001,61.57142857142857,60.333333333333336,0.0,0.0,19.657142857142855,19.583333333333332,18.428571428571427,22.0,16.614285714285717,16.0,1014.3285714285713,1013.9,11.8,59
31.4,20.1,25.8,33.9,22.2,28.5,0.0,0.0,11.6,26.6,64,16.16,3.85,93,49,71,19.8,1013.7,26,2025-11-20,25.1,25.266666666666666,12.799999999999999,12.233333333333334,62.42857142857143,64.33333333333333,0.0,0.0,19.204285714285714,18.543333333333333,18.714285714285715,15.0,16.75714285714286,17.366666666666664,1014.2857142857143,1013.4666666666666,11.299999999999997,44
31.5,23.8,27.2,34.5,27.1,30.6,1.5,1.5,19.0,40.0,75,16.06,3.89,90,57,76,22.4,1014.6,35,2025-11-21,25.4,25.933333333333334,13.771428571428572,14.233333333333334,64.71428571428571,69.66666666666667,0.21428571428571427,0.49999999999998107,18.65142857142857,17.34,23.571428571428573,20.333333333333332,17.657142857142855,19.400000000000002,1014.342857142857,1013.9000000000001,7.699999999999999,33
33.2,24.0,27.6,36.5,27.7,31.3,0.0,0.0,13.5,29.9,79,17.54,4.14,96,44,74,22.1,1014.1,77,2025-11-22,25.77142857142857,26.866666666666664,13.714285714285714,14.699999999999998,66.14285714285714,73.66666666666667,0.21428571428571427,0.49999999999998107,18.33142857142857,16.586666666666662,30.857142857142858,46.0,18.37142857142857,21.433333333333334,1014.2285714285715,1014.1333333333333,9.200000000000003,52
33.2,23.6,27.4,36.5,28.1,31.2,0.4,0.4,11.1,27.7,79,17.47,4.07,97,45,75,22.0,1014.1,79,2025-11-23,26.11428571428571,27.400000000000002,13.542857142857143,14.533333333333333,68.14285714285714,75.0,0.2714285714285714,0.6333333333333143,17.997142857142858,17.02333333333333,40.42857142857143,63.666666666666664,19.185714285714283,22.166666666666668,1014.0285714285714,1014.2666666666668,9.600000000000001,52
32.2,23.5,27.0,35.0,27.5,30.2,0.1,0.1,13.3,28.1,82,16.35,3.93,96,45,74,21.4,1014.5,84,2025-11-24,26.428571428571427,27.333333333333332,13.371428571428572,12.633333333333333,70.28571428571429,74.33333333333333,0.2857142857142857,0.16666666666664773,17.57857142857143,17.12,45.714285714285715,80.0,20.0,21.833333333333332,1013.9571428571428,1014.2333333333335,8.700000000000003,51
32.4,22.6,26.4,34.3,25.8,29.2,0.0,0.0,14.7,27.4,76,17.99,4.12,94,37,71,20.0,1014.4,35,2025-11-25,26.599999999999998,26.933333333333334,13.614285714285714,13.033333333333333,71.85714285714286,73.33333333333333,0.2857142857142857,0.16666666666664773,17.33857142857143,17.27,48.0,66.0,20.52857142857143,21.133333333333336,1014.1142857142858,1014.3333333333334,9.799999999999997,57
32.2,21.5,25.9,33.8,24.2,27.9,0.0,0.0,16.0,31.0,81,17.98,4.41,94,37,68,18.8,1014.8,65,2025-11-26,26.75714285714286,26.433333333333334,14.171428571428569,14.666666666666666,72.71428571428571,71.0,0.2857142857142857,0.03333333333331439,17.078571428571426,17.439999999999998,57.285714285714285,61.333333333333336,20.928571428571427,20.066666666666666,1014.3142857142858,1014.5666666666666,10.700000000000003,57
31.1,20.9,25.3,32.2,23.1,26.9,0.0,0.0,14.3,28.8,63,17.79,4.27,90,37,65,17.5,1014.7,56,2025-11-27,26.685714285714283,25.866666666666664,14.557142857142859,15.0,71.85714285714286,68.0,0.2857142857142857,0.0,17.31142857142857,17.919999999999998,61.57142857142857,52.0,20.599999999999998,18.766666666666666,1014.4571428571428,1014.6333333333333,10.200000000000003,53
30.2,20.2,24.8,31.3,20.8,26.1,0.0,0.0,12.2,28.8,57,18.44,4.24,81,37,62,16.5,1013.4,90,2025-11-28,26.342857142857145,25.333333333333332,13.585714285714285,14.166666666666666,69.85714285714286,65.0,0.07142857142857142,0.0,17.65142857142857,18.07,69.42857142857143,70.33333333333333,19.75714285714286,17.599999999999998,1014.2857142857143,1014.3000000000001,10.0,44
31.9,21.2,25.7,33.1,22.2,27.4,0.0,0.0,15.8,35.6,60,16.24,4.23,86,41,68,18.9,1011.8,84,2025-11-29,26.071428571428573,25.266666666666666,13.914285714285715,14.1,69.0,65.0,0.07142857142857142,0.0,17.465714285714284,17.49,70.42857142857143,76.66666666666667,19.3,17.633333333333333,1013.9571428571428,1013.3000000000001,10.7,45
29.0,22.6,24.5,30.0,25.3,27.3,19.7,19.7,19.7,42.1,58,6.94,1.96,96,56,84,21.3,1011.8,98,2025-11-30,25.657142857142855,25.0,15.142857142857142,15.9,70.28571428571429,71.33333333333333,2.8285714285714287,6.566666666666648,15.961428571428572,13.873333333333333,73.14285714285714,90.66666666666667,19.2,18.900000000000002,1013.6285714285715,1012.3333333333334,6.399999999999999,40
25.8,22.2,23.8,27.3,24.4,25.8,4.6,4.6,21.0,41.4,57,8.18,2.1,97,71,82,20.5,1012.1,100,2025-12-01,25.2,24.666666666666668,16.24285714285714,18.833333333333332,71.42857142857143,78.0,3.471428571428571,8.09999999999998,14.794285714285712,10.453333333333331,75.42857142857143,94.0,19.071428571428573,20.233333333333334,1013.2857142857143,1011.9,3.6000000000000014,26
25.9,22.1,23.3,28.8,23.4,25.7,18.1,18.1,14.8,30.2,55,7.1,1.79,96,74,85,20.5,1012.4,100,2025-12-02,24.75714285714286,23.866666666666664,16.25714285714286,18.5,73.42857142857143,83.66666666666667,6.057142857142857,14.133333333333313,13.23857142857143,7.406666666666666,84.71428571428571,99.33333333333333,19.142857142857142,20.766666666666666,1013.0,1012.1,3.799999999999997,22
27.5,21.8,23.9,31.4,24.3,27.5,8.9,8.9,11.5,26.3,66,8.88,1.82,95,74,90,22.0,1013.7,97,2025-12-03,24.471428571428568,23.666666666666668,15.614285714285716,15.766666666666666,76.57142857142857,85.66666666666667,7.328571428571428,10.533333333333315,11.938571428571427,8.053333333333333,89.28571428571429,99.0,19.599999999999998,21.0,1012.8428571428573,1012.7333333333332,5.699999999999999,21
30.3,22.5,25.6,33.1,25.0,28.3,0.3,0.3,13.7,27.4,66,14.78,3.55,96,53,75,20.6,1014.7,79,2025-12-04,24.514285714285716,24.266666666666666,15.528571428571427,13.333333333333334,78.0,83.33333333333333,7.371428571428572,9.09999999999998,11.508571428571429,10.253333333333332,92.57142857142857,92.0,20.04285714285714,21.033333333333335,1012.842857142857,1013.6,7.800000000000001,43
29.6,21.4,24.9,32.1,23.2,26.9,0.0,0.0,15.0,29.9,65,17.11,3.91,93,53,73,19.4,1015.9,65,2025-12-05,24.52857142857143,24.8,15.928571428571429,13.4,79.57142857142857,79.33333333333333,7.371428571428572,3.066666666666647,11.31857142857143,13.589999999999998,89.0,80.33333333333333,20.457142857142856,20.666666666666668,1013.1999999999999,1014.7666666666668,8.200000000000003,40
29.4,20.0,24.3,32.0,21.6,26.6,0.0,0.0,10.6,25.2,51,17.34,3.63,87,50,73,18.7,1016.2,45,2025-12-06,24.32857142857143,24.933333333333334,15.185714285714285,13.1,80.28571428571429,73.66666666666667,7.371428571428572,0.09999999999997987,11.475714285714286,16.41,83.42857142857143,63.0,20.428571428571427,19.566666666666666,1013.8285714285714,1015.6,9.399999999999999,37
29.0,19.5,23.5,31.6,21.7,26.0,0.0,0.0,9.9,24.5,55,17.24,3.45,95,52,77,18.8,1016.2,68,2025-12-07,24.185714285714287,24.233333333333334,13.785714285714286,11.833333333333334,79.28571428571429,74.33333333333333,4.557142857142857,0.0,12.947142857142856,17.23,79.14285714285714,59.333333333333336,20.071428571428573,18.966666666666665,1014.4571428571428,1016.1,9.5,43
29.2,18.2,23.0,31.5,20.2,24.8,0.0,0.0,7.3,20.5,55,18.15,3.69,95,43,71,16.8,1015.6,60,2025-12-08,24.071428571428573,23.599999999999998,11.828571428571427,9.266666666666667,77.71428571428571,73.66666666666667,3.8999999999999995,0.0,14.37142857142857,17.576666666666664,73.42857142857143,57.666666666666664,19.542857142857144,18.1,1014.9571428571429,1016.0,11.0,52
30.0,17.5,23.0,31.8,19.1,24.4,0.0,0.0,10.5,19.4,59,18.13,3.85,96,37,68,15.8,1014.7,52,2025-12-09,24.02857142857143,23.166666666666668,11.214285714285714,9.233333333333334,75.28571428571429,72.0,1.3142857142857138,0.0,15.947142857142856,17.839999999999996,66.57142857142857,60.0,18.87142857142857,17.133333333333336,1015.2857142857143,1015.5,12.5,59
30.1,17.8,23.3,31.6,19.2,24.3,0.0,0.0,11.8,23.4,62,18.28,4.05,93,38,65,15.6,1015.4,12,2025-12-10,23.942857142857147,23.099999999999998,11.257142857142856,9.866666666666667,71.71428571428571,68.0,0.04285714285714235,0.0,17.29,18.186666666666664,54.42857142857143,41.333333333333336,17.95714285714286,16.066666666666666,1015.5285714285714,1015.2333333333332,12.3,55
30.4,18.0,23.2,31.6,19.6,24.5,0.0,0.0,9.1,23.8,56,18.48,3.89,93,32,67,15.8,1014.8,12,2025-12-11,23.599999999999998,23.166666666666668,10.599999999999998,10.466666666666667,70.57142857142857,66.66666666666667,0.0,0.0,17.818571428571428,18.296666666666667,44.857142857142854,25.333333333333332,17.27142857142857,15.733333333333334,1015.5428571428572,1014.9666666666667,12.399999999999999,61
30.1,17.0,22.8,30.9,18.2,23.9,0.0,0.0,12.1,25.6,70,18.57,3.89,93,28,66,14.9,1014.2,0,2025-12-12,23.300000000000004,23.099999999999998,10.185714285714285,11.0,69.57142857142857,66.0,0.0,0.0,18.027142857142856,18.44333333333333,35.57142857142857,8.0,16.62857142857143,15.433333333333332,1015.3,1014.7999999999998,13.100000000000001,65
30.4,17.0,23.2,30.9,18.2,24.4,0.0,0.0,12.2,24.8,75,18.39,3.99,93,28,67,15.5,1014.3,36,2025-12-13,23.142857142857142,23.066666666666666,10.414285714285715,11.133333333333333,68.71428571428571,66.66666666666667,0.0,0.0,18.177142857142858,18.48,34.285714285714285,16.0,16.17142857142857,15.4,1015.0285714285714,1014.4333333333334,13.399999999999999,65
30.5,18.4,23.7,31.7,20.0,25.4,0.0,0.0,13.1,26.6,80,18.03,3.89,94,33,70,16.9,1014.9,16,2025-12-14,23.17142857142857,23.233333333333334,10.87142857142857,12.466666666666667,67.71428571428571,67.66666666666667,0.0,0.0,18.29,18.33,26.857142857142858,17.333333333333332,15.900000000000002,15.766666666666666,1014.842857142857,1014.4666666666667,12.100000000000001,61
30.6,18.8,23.9,31.8,20.8,25.5,0.0,0.0,10.5,25.9,62,18.04,3.97,96,34,69,16.8,1015.1,0,2025-12-15,23.3,23.599999999999998,11.328571428571427,11.933333333333332,67.42857142857143,68.66666666666667,0.0,0.0,18.274285714285714,18.153333333333332,18.285714285714285,17.333333333333332,15.9,16.4,1014.7714285714285,1014.7666666666668,11.8,62
31.3,19.0,24.2,33.1,20.8,26.1,0.0,0.0,14.0,31.0,80,18.02,3.92,97,39,72,18.0,1014.8,3,2025-12-16,23.47142857142857,23.933333333333334,11.828571428571427,12.533333333333333,68.0,70.33333333333333,0.0,0.0,18.25857142857143,18.029999999999998,11.285714285714286,6.333333333333333,16.214285714285715,17.233333333333334,1014.7857142857143,1014.9333333333334,12.3,58
31.0,18.3,23.9,33.0,20.5,26.3,0.0,0.0,11.6,21.6,76,18.2,3.71,97,36,74,17.9,1015.7,21,2025-12-17,23.557142857142853,24.0,11.8,12.033333333333331,69.28571428571429,71.66666666666667,0.0,0.0,18.247142857142858,18.086666666666662,12.571428571428571,8.0,16.54285714285714,17.566666666666666,1014.8285714285714,1015.1999999999999,12.7,61
31.1,18.6,23.7,33.2,20.5,26.1,0.0,0.0,15.5,28.8,81,17.4,3.54,99,33,76,18.2,1015.1,42,2025-12-18,23.62857142857143,23.933333333333334,12.714285714285714,13.699999999999998,70.57142857142857,74.0,0.0,0.0,18.092857142857145,17.87333333333333,16.857142857142858,22.0,16.885714285714286,18.03333333333333,1014.8714285714286,1015.1999999999999,12.5,66
30.5,18.8,24.2,32.5,21.3,26.4,0.0,0.0,11.7,23.4,36,17.2,3.6,97,36,70,17.2,1013.6,31,2025-12-19,23.828571428571426,23.933333333333334,12.657142857142857,12.933333333333332,71.14285714285714,73.33333333333333,0.0,0.0,17.897142857142857,17.599999999999998,21.285714285714285,31.333333333333332,17.214285714285715,17.766666666666666,1014.7857142857143,1014.8000000000001,11.7,61
29.9,19.0,23.9,31.1,21.5,25.9,0.0,0.0,11.3,24.8,80,17.43,3.72,98,36,70,17.3,1012.5,47,2025-12-20,23.928571428571427,23.933333333333334,12.528571428571428,12.833333333333334,71.57142857142857,72.0,0.0,0.0,17.759999999999998,17.34333333333333,22.857142857142858,40.0,17.47142857142857,17.566666666666666,1014.5285714285714,1013.7333333333332,10.899999999999999,62
30.6,18.6,23.9,31.5,20.5,25.4,0.0,0.0,17.9,37.4,85,17.28,3.88,93,35,69,17.1,1013.8,14,2025-12-21,23.957142857142856,24.0,13.214285714285714,13.633333333333333,71.42857142857143,69.66666666666667,0.0,0.0,17.65285714285714,17.30333333333333,22.571428571428573,30.666666666666668,17.5,17.2,1014.3714285714286,1013.3000000000001,12.0,58
30.6,19.4,23.9,31.7,21.6,25.7,0.0,0.0,16.8,34.6,83,16.69,3.68,96,36,71,17.7,1013.7,43,2025-12-22,23.957142857142856,23.9,14.114285714285716,15.333333333333334,71.71428571428571,70.0,0.0,0.0,17.46,17.13333333333333,28.714285714285715,34.666666666666664,17.628571428571426,17.366666666666667,1014.1714285714286,1013.3333333333334,11.200000000000003,60
29.9,18.6,23.7,31.7,20.9,25.5,0.0,0.0,13.1,23.0,75,17.1,3.67,96,38,71,17.3,1013.0,68,2025-12-23,23.88571428571429,23.833333333333332,13.985714285714286,15.933333333333335,71.57142857142857,70.33333333333333,0.0,0.0,17.32857142857143,17.023333333333337,38.0,41.666666666666664,17.52857142857143,17.366666666666664,1013.9142857142857,1013.5,11.299999999999997,58
